sentence,label
Arterial stiffness was improved by vitamin D3 supplementation in a dose-response manner in overweight African Americans with vitamin D deficiency.,1
"In six multinational trials evaluating bococizumab, antidrug antibodies developed in a large proportion of the patients and significantly attenuated the lowering of LDL cholesterol levels.",1
These findings show that patients with atherosclerotic cardiovascular disease benefit from lowering of LDL cholesterol levels below current targets.,1
"BRBC does not improve survival of women with MBC in this study, though longer follow up is warranted.",1
Ezetimibe increased the efficiency of reverse cholesterol transport  from rapidly mixing plasma and tissue pools into the stool.,1
Topical insulin 0.5 units QID is most effective for healing corneal  epithelial defect in diabetic patients after vitrectomy surgery compared with placebo and higher concentrations.,1
"It positively impacts resilience, QoL, ALI, and emotional distress.",1
"The exercise intervention significantly improved processing speed, but only among those who had been diagnosed with breast cancer within the past 2  years.",1
EVR with reduced-exposure TAC attenuated weight gain at 1 and 2 years posttransplant compared with a standard TAC immunosuppression regimen.,1
"Collectively, these findings indicate that energy-matched high intensity and moderate intensity exercise are effective at decreasing IHL and NAFLD risk that is not contingent upon reductions in abdominal adiposity or body  mass.",1
MT significantly lowered patient anxiety and distress during the simulation procedure on the basis of the STAI-S questionnaire and SDT.,1
Implementation of the package by family doctors was feasible and improved prescribing and some lifestyle changes.,1
The combination of rosuvastatin 10mg/ezetimibe 10mg was an effectively alternative therapy superior to rosuvastatin 20mg or 10mg with a greater effect on lowering LDL-C and a lower incidence of drug-related adverse events in Chinese patients.,1
"Pilates and walking positively impact quality of life, depression and anxiety.",1
Prescribing micronutrient-fortified SQ-LNS to ill children presenting for primary care in rural Gambia had a very small effect on linear growth and did not reduce morbidity compared to unfortified SQ-LNS.,1
"Patients with the Q allele of the PON1 Q192R polymorphism who were treated with statins exhibited improvement in glucose metabolism, especially in insulin secretion, suggesting the importance of genotyping PON1 Q192R to identify those who could benefit from statin therapy.",1
"In our trial, inhibition of PCSK9 with evolocumab on a background of statin therapy lowered LDL cholesterol levels to a median of 30 mg per deciliter  (0.78 mmol per liter) and reduced the risk of cardiovascular events.",1
Health economics modeling to inform the design of a randomized controlled trial looking at diagnostic technology has been demonstrated to be feasible as a method for improving research efficiency.,1
These results support that family-based cohorts can be an efficient way to examine gene-environment interactions.,1
Physiological and psychological impact of this type of event is still unclear.,1
This study suggest that Step-Dep was not more effective in preventing MDD than usual care in a primary care population with DM2 and/or CHD and subthreshold depression.,1
The effect of a LGI diet was similar to a high-cereal fibre diet on  hs-cTnI and galectin-3 levels in otherwise healthy individuals with T2DM over a 6-month period.,1
Additional gain in height was not achieved at the higher doses administered to obese children.,1
"The NFFD prenatal combined lifestyle intervention had a significant effect on TPA-level in late pregnancy among women entering pregnancy normal-weight or physically active, thereby preventing the downward trend typically seen during pregnancy.",1
Vildagliptin effectively improved glucose level with a significantly greater reduction in glycemic variability and hypoglycemia than glimepiride in patients with T2DM ongoing metformin therapy.,1
Findings from the current study support better cardiometabolic benefits of burst exercise compared with MICT over 3 months in patients with newly diagnosed T2D.,1
The absence of two mtDNA mutations  in ND1 gene rules out the possibility of involvement of these mutations in early  onset diabetes in Pakistani population.,1
ZOL did not improve DFS when combined with CT.,1
relative hyperglucagonemia and acidemia in Insulin dependent diabetics was a potent threat leading to DKA.,1
"This intervention was successful in improving weight, engagement in strength exercises, increasing levels of moderate-intensity physical activity and consumption of fruit among retirement village residents.",1
"During neoadjuvant therapy for esophageal cancer, self-expanding metal stents are safe and effective in relieving dysphagia and maintaining nutrition.",1
"They allow patients to eat orally, thereby improving patient satisfaction.",1
The presence of an in situ stent did not interfere with surgery.,1
"In virologically suppressed individuals with HIV infection, atorvastatin did not significantly decrease levels of soluble or cellular biomarkers of immune activation and inflammation but resulted in robust reductions in LDL cholesterol, oxLDL, and lipoprotein-associated phospholipase A2, biomarkers associated with cardiovascular risk.",1
"Our intervention did not result in a significant improvement in our primary outcome, the proportion of obese and overweight women who had gestational weight gain within IOM guidelines.",1
"The introduction of ART can enhance dyslipidemia, increasing cardiovascular risk, especially among those who have classic risks of cardiovascular disease.",1
"A 12-week high-intensity exercise intervention with high energy expenditure can considerably reduce body weight, body fat, WC, WHR, and WHtR, whereas a light-intensity exercise intervention can significantly reduce body weight and body fat.",1
"Our data suggests that a chronic high dAGE diet could lead to a vascular dysfunction and inflammatory activation, contributing to the development of vascular complications in subjects with type 2 diabetes.",1
"However, the improvement of the pCR rate translated to survival outcomes in TN breast cancer.",1
"In a phase 2B randomized trial of patients with moderate to severe DG, relamorelin significantly reduced core symptoms of DG and overall composite score compared with placebo, accelerated GE, and was generally safe and well tolerated.",1
"â€œMetformin decreased the BMI z score and improved inflammatory and cardiovascular-related obesity parameters only in prepubertal children, but a differential effect of metformin was not observed in prepubertal compared to pubertal children.",1
The results of this study showed that TPVBRA combined with bupivacaine and dexmedetomidine can enhance the duration and quality of analgesia without serious adverse events.,1
"In a 12-week clinical trial in overweight adults, YY-312 resulted in significantly greater reduction in body fat vs. placebo, while being safe and well tolerated.",1
The results of this study showed a favourable effect of locoregional treatment in patients with PMBC.,1
"Therefore, close monitoring of blood sugar control is important to slow CKD progression, but long-term prospective cohorts are needed to gain better insights into the impact of QoC indicators on CKD progression.",1
"The results of the present study confirm that simple non-invasive intervention aimed to normalize BMI and to control risk factors through appropriate lifestyle can be highly effective in reducing the AF burden, by acting on comorbidities and proarrhythmic mechanisms.",1
Both functional and anatomical effects were observed in the first 3 months after injection.,1
(2) It shows that DBT can improve conspicuity of ILC.,1
: The decline in mortality due to NCDs confirms that improvements in disease control have been achieved in Brazil.,1
This study shows that different living conditions significantly affect the PCOS phenotype.,1
"The presence of a multidisciplinary rehabilitation nutrition team increased the frequency of sarcopenia evaluation and practice of rehabilitation nutrition.J. Med.Invest.64: 140-145, February, 2017.",1
"Daily consumption of 3\\xa0g of soluble fiber from 70\\xa0g\\xa0of oats leads to beneficial effects on the lipid parameters, specifically total cholesterol and low-density lipoprotein cholesterol in hypercholesterolemic Asian Indians.",1
Teneligliptin was effective and well tolerated in Japanese T2DM patients with inadequate glycemic control.,1
DBT increased lesion conspicuity but failed to accurately assess tumour size of ILC.,1
"Trained lay health staff and volunteers from the rural southern USA were able to deliver a translation of a high-intensity behavioural intervention targeted to African American women, resulting in clinically meaningful weight loss and improvement in other metabolic outcomes in a significant proportion of participants.",1
"This study demonstrates the positive effects of state-wide, school-based health promotion on incidental abdominal obesity, at affordable costs and with proven cost-effectiveness.",1
Infants born with isolated SNHL due to cCMV were found to benefit from prolonged antiviral treatment.,1
Unhealthy longitudinal triglyceride development is strongly affected by ZNF259/APOA.,1
The LA Sprouts program positively affected a number of determinants  of dietary behaviors that suggest possible mechanisms by which gardening and nutrition education act to improve dietary intake and health outcomes.,1
These findings indicate that clinical care and programs aimed at improving birth outcomes will have the greatest impact if they address maternal nutrition both before and during pregnancy.,1
Preconception counseling and clinical care to obtain a healthy weight prior to pregnancy along  with routine obstetric care on gestational weight gain is critical to improve birth outcomes.,1
"Intake of flavanols and flavanones increases milk oxidation risk, which is relevant to develop diet recommendations.",1
"However, the effects on ultrafiltration and fluid accumulation disappear with time.",1
This study provides new information regarding functional outcomes and the factors that influence meaningful aspects of functioning in critically ill children.,1
Visual attention is an interference factor in terms of the safe performance of driving after a stroke.,1
CER-001 is well tolerated when administered to humans as single doses up to 45\\xa0mg/kg and mobilises and eliminates cholesterol via reverse lipid transport.,1
We confirmed the clinical effectiveness of influenza vaccination in children aged 1-15 years from the 2010/2011 to 2013/2014 influenza seasons.,1
These results are consistent with the view that wellness visits improve screening rates and thus serve to reduce cancer burden.,1
"""Adiposity indicators and age play an important role in the prevalence of  overweight and obesity.""",1
The performance of TaETM achieves the same results in terms of quality of life and anorectal function as conventional ETM.,1
"In particular, prefrailty and body mass index were key factors that affected nutritional status in older adults.",1
"Undernutrition did not increase the risk of death; however, it did increase the relative risk for a longer hospital stay by 2.5.",1
"Oportunidades has not impacted, as expected, the nutritional status  of the study population.",1
We found no benefit of routine antibiotic use with respect to nutritional recovery from uncomplicated severe acute malnutrition in Niger.,1
Iliofemoral stent implantation is a safe and efficacious treatment for vascular access site and access-related complications during transfemoral TAVR.,1
Eyes with previous surgical procedure was prone to CCD occurrence and longer axial length was protective against CCD.,1
"The study suggested that both approaches, standard education and standard education plus web-based program, resulted in excellent knowledge scores, but not statistically significant difference between groups.",1
"Women  receiving day-and-night closed-loop therapy maintained glycemic control during a  high proportion of the time in a period that encompassed antenatal hospital admission, labor, and delivery.",1
Overnight closed-loop therapy resulted in better glucose control than sensor-augmented pump therapy in pregnant women with type 1 diabetes.,1
DM defined by HbA1c â‰¥ 6.5% is an important determinant of mortality  following surgical treatment for AAA.,1
"Medical cannabis was found to improve symptoms of PD in the initial stages of treatment and did not cause major adverse effects in this pilot, 2-center, retrospective survey.",1
"There was no effect on lumen volume, fibro-fatty and necrotic tissue volumes.",1
This meta-analysis indicates a significant effect of statin therapy  on plaque and external elastic membrane volumes and fibrous and dense calcium volumes.,1
Results highlight the importance of relationship quality as a target for couple interventions aimed at reducing subjective caregiver burden and increasing satisfaction in the caregiving role.,1
Depletion of the memory B-cell compartment contributes to the immunosuppression induced by sepsis.,1
DBT improves the characterization of additional MR findings not identified at targeted breast US in preoperative breast cancer staging.,1
Correct and meticulous placement of the flap inside the cystic cavity is the most critical issue for the success of the procedure.,1
The nutrition education intervention led to improvements in childrens dietary diversity and nutrition knowledge of the caregivers.,1
"On the other hand, harbouring 6R-tetrahydrobiopterin responsive genotypes did not predispose patients to better physical outcomes.",1
"In addition, all strains of E. faecalis and 10.8% of E. faecium strains were susceptible to ampicillin.",1
Repeated epinephrine administration improved CPC 1-2 outcome when epinephrine was administrated within 20min after an emergency call for witnessed cardiogenic OHCA.,1
"Steroid therapy did not influence mortality, but increased the risk of superinfection.",1
The protocol developed at our hospital for the detection and management of HOS effectively addresses possible long-term complications arising  from poor nutritional status and chronic electrolyte alteration.,1
"""Routine involvement of GMS improved glycemic control in patients undergoing LER.""",1
"Other implants like Tutobone (cheaper alternative), cages, etc can also be used in ACDF procedures with good efficacy with the added advantage of preventing donor site morbidity.",1
"Treatment with tocilizumab and rituximab reduces PWV, a marker of CVD risk, in patients with RA.",1
Contracts did not increase follow-up adherence to eye appointments in diabetic patients with ocular abnormalities.,1
"In elderly hemodialysis patients, the impact of the BMI percent change on survival was stronger than that of the baseline BMI.",1
Lunch is in the Bag had significant positive effects on improving communication between the parents and ECE center providers around FVWG.,1
"The study findings suggest that although WV nutrition interventions  have shown impact, there is also a nonnutritional pathway of child stunting in rural Armenia.",1
Fluid restrictive management of patients with aSAH decreases number of hypoxemic patients at day 3 and day 7.,1
This effect is independent of the presence of coronary artery disease and also systemic inflammation.,1
"""3D MRI reconstruction after NAC could accurately detects the residual tumors after neoadjuvant chemotherapy, and contribute to select patients who received breast conserving therapy after NAC with tumor downstaging.""",1
The prevalence of PEW varied depending on the tool applied.,1
"Based on these results, cumulative comorbidity can help explain survival variability and improve prognostic accuracy.",1
Primary care nurses play a pivotal role in self-management support for patients with a chronic condition.,1
High total serum cholesterol levels tend to increase graft failure rates whilst it did not influence implant failures.,1
"""The overall intention-to-treat analysis demonstrates no benefit to vaccination.""",1
Dulaglutide improved glycemic control with the potential for weight loss in Hispanic/Latino patients with T2D.,1
The use of a mineral- and vitamin-enhanced MNP significantly reduced stunting in FT-LBW infants in this high-risk setting.,1
The consumption of fortified cereal elicited greater increases than for unfortified cereal and improved biomarkers of micronutrient status.,1
"Our study highlights the significance of body composition analysis in medical practice, improving prevention and alleviating later health-related economic burden.""",1
Prompt diagnosis and  anticoagulation therapy led to favorable outcomes in most cases.,1
"This inverse association can be partially explained by the beneficial effects of physical activity on HDL-C, vitamin D, apolipoprotein B, and hemoglobin A1c.",1
"Lower bodylift is the only procedure, which can restore circumferential body contour.",1
"The quality of life of these patients, after massive weight loss, is also highly improved by these procedures.",1
"To reduce the risk factors of developing CVD and preventing its progression significantly, it clearly serves to underscore the beneficial properties of physical activity and to promote its effectiveness as a support for healthier lifestyles in the community and particularly among military personnel.",1
Ten years of behavioral weight loss intervention did not result in an overall difference in the prevalence of cognitive impairment among overweight  or obese adults with type 2 diabetes.,1
"In patients with active ophthalmopathy, teprotumumab was more effective than placebo in reducing proptosis and the Clinical Activity Score.",1
Indoor air pollution and delayed measles vaccination increase the risk for severe pneumonia among children aged below five years.,1
Faster aspart improved 1-h PPG with no differences in 2-4-h PPG versus IAsp.,1
""" Telmisartan improved the hyperglycemia-induced cardiac fibrosis through the PPARÎ´/STAT3 pathway.",1
"Type of treatment had little impact on mortality, morbidity or functional outcome.",1
"Stosstherapy is a safe, cheap and effective method of treating nutritional rickets.",1
The effects of TRT on cardiovascular risk markers were ambiguous.,1
"In this pilot study, applying TNP to acute high-risk foot wounds in  patients with diabetes or end-stage renal failure improved the wound healing rate in reference to wound depth.",1
"HIV infection contributed to decreased TC, LDL-C and HDL-C.",1
AHI contributed to higher AIP level.,1
"""RGPC did not appear to directly affect general risk-taking behaviors  or STIs, since it focuses on diabetes and reproductive health issues.""",1
We found an SVR to reduce overall mortality and risk of death from liver-related and non-liver-related causes.,1
These results add strength to the evidence showing that PALB2 is involved in BC risk for both sexes and indicate that consideration should be given to clinical testing of PALB2 for BRCA1/2 mutation-negative families with multiple MBC and FBC cases.,1
"Given that post-operative TSH levels were similar in the two groups, these observations are probably due to the correction  of eSCH, suggesting a direct effect of eSCH on body weight regulation and lipid metabolism.",1
""" Success of dental implant is significantly affected by bruxism.""",1
"The daily consumption of cereal with milk for 12\\xa0weeks by adolescent girls, increased intakes of micronutrients.",1
Nutrition education with a focus on promoting consumption of khichuri during the third trimester of pregnancy significantly reduced the rate of low birthweight and increased maternal weight gain.,1
""" EN is suitable for a variety of childrens digestive diseases, which  can improve the nutritional status of the patients and was safe for clinical application.",1
"Symptoms develop earlier in patients with triple A syndrome, but the diagnosis is delayed and this has substantial nutritional impact.",1
The use of a water-based HS did not have an additive effect.,1
The constant presence of ASL staff in school has promoted important changes: cultural change and about the management of allergy and food intolerance.,1
Improvements in weight and fasting glucose mediated the decrease in pHDL index.,1
"While LSG weakens the LES immediately, it does not predictably affect postoperative GERD symptoms; therefore, distensibility is not the only factor affecting development of postoperative GERD, confirming the multifactorial nature of post-LSG GERD.",1
"IMT ameliorates pHDL index and significantly improves anti-oxidative  function, as measured by PON1.",1
""" Sexual function and satisfaction were affected to a greater extent than body image.",1
Treatment with insulin lispro resulted in weight gain and an increased risk of hypoglycemia.,1
Treatment with exenatide BID resulted in stable weight but more gastrointestinal  adverse events.,1
"Both exenatide BID and prandial insulin lispro, each added to basal  insulin glargine, were effective at reducing HbA1c in Latin American patients.",1
These changes in serum TC and LDL trends suggest a biological pathway that precipitates ICH occurrence.,1
"""Alogliptin 25\\u2009mg once daily reduced HbA1c and FPG and enhanced clinical response compared with placebo when used as monotherapy or as an add-on  to metformin or pioglitazone.""",1
"Age, female sex, BMI, non-HDL cholesterol, and polyps are independent determinants for gallstone formation.",1
The use of YL-577 as an alternative approach for PRP reduces pain perception and is preferred by patients.,1
"Both COC use and higher BMI increase risk for VTE, and the greatest relative risks are for those with both risk factors based on a body of evidence graded as Level II-2, fair to poor  quality.",1
IBD patients often change their dietary intake in order to affect digestive tract symptoms.,1
""" Transfers destined for food consumption combined with nutrition training reduced IPV among marginalised households in northern Ecuador.",1
"Evidence  suggests that these reductions were realised by decreasing stress and conflict, improving household well-being, and enhancing womens decision making, self-confidence and freedom of movement.",1
"As PIP&Rofil implants showed shorter retention periods until rupture and ruptured implants can cause symptoms or health problems, PIP&Rofil implants should be regularly monitored and explanted if there is evidence of rupture.",1
Different prognostic factor combinations distinguish high-risk populations of early or late HCC recurrence.,1
Each 1  mg dL(-1) increase in HDL decreased the odds of severe sepsis by 3% during hospitalization.,1
Newly diagnosed schizophrenia patients were more prone to insulin resistance in our study population.,1
Undiagnosed CD can confer benefits and liabilities to older individuals.,1
Severe childhood diarrhea is mostly caused by rotavirus infection.,1
A significant difference in effect was found between patients with weight loss failure and weight regain.,1
Mucous fistula refeeding is safe and can decrease risk of anastomotic complication and parental nutrition related cholestasis.,1
"The benefits of exercise for reducing risk of chronic disease, including CVD, are well known.",1
Estimated energy requirement and average protein requirement were clinically validated for prevention of nutritional decline and of impaired healing of deep pressure ulcers.,1
"""Amelioration of hyperinsulinemia and hyperandrogenemia with dietary intervention or metformin treatment improves significantly the clinical features  and reproductive function in overweight PCOS women.""",1
"""Our study findings showed that oral DHEA administration in hypoadrenal women results in an unfavorable lipoprotein profile.""",1
"""In this randomised trial, adjuvant treatment using tamoxifen for 2 years reduced the incidence of contralateral breast cancer by 50% in all premenopausal women, and by 90% in women <40 years of age.""",1
"""The effect of tamoxifen was not significantly dependent on time.""",1
"""Daily treatment with the combination of ezetimibe plus fenofibrate is an acceptable alternative to atorvastatin for the treatment of dyslipidemia in patients who are intolerant of statins.""",1
"""The results of the study show that in the course of HIV infection overweight/obesity affected men and women admitted with normal weight, although a greater proportion of women progressed to obesity.""",1
"""A higher weight gain contributed in a negative manner to the presence of dyslipidemias in these patients.""",1
"""Standard cognitive-behavioral pain treatment did not yield comparable outcomes for obese and non-obese participants.""",1
"""Radioguided occult lesion localisation excels in yielding a much shorter localisation time and is as good as hookwire localisation in terms of specimen margin clearance and need for re-excision.""",1
"""TZP-101 substantially reduced the frequency and severity of nausea and vomiting as well as overall gastroparesis symptoms.""",1
The combination of dexmedetomidine and ketamine is safe and effective for moderately painful procedures with limited respiratory and cardiovascular effects in a high-risk patient population.,1
"""The results are consistent with gastrointestinal motility effects of TZP-101, supporting further  investigation of TZP-101 in the management of severe gastroparesis.""",1
"""It leads to a sustained improvement/resolution of OAC, and although weight loss is not continuous, it is  maintained over time.""",1
GTF is well tolerated and helps with catch-up growth and puberty.,1
"Despite the fact that the present work shares some limitations mainly because of its cross-sectional design, the classification and regression tree approach has clearly demonstrated the interrelation between nutritional services and the health care system towards achieving benefits among the elders  quality of life.",1
Anti-TNF treatment demonstrated a favourable long-term effect on anti-PC levels.,1
Biological therapies increased the level of the anti-atherogenic lipid apoA1.,1
"Applying the description of the meso-oesophagus will create a better understanding of the oesophageal anatomy, leading to more adequate and reproducible surgery.",1
Feeding preterm infants unpasteurized breastmilk increases the rate of postnatally acquired cytomegalovirus infections.,1
"A population-specific understanding of preexisting lead exposures can enhance postarrival lead-poisoning prevention efforts, based on Centers for Disease Control and Prevention recommendations for resettled refugee children, and can lead to remediation efforts overseas.",1
"Despite  low education levels and computer experience, findings suggest that immediate parental knowledge was enhanced supporting the need for a more rigorous evaluation of this technology and its impact on health behaviors.",1
Findings of this study showed that a consumer education program increased participants use of the NRF approach and improved diet quality.,1
"The interaction of green tea consumption and non obesity have reduced risk of lacunar infarction, but not after adjustment for age, diet factors, vascular risk factors and atherogenic index.",1
"""Vildagliptin is effective and well tolerated when added to a maximum  dose of pioglitazone, without increasing the risk of hypoglycaemia.""",1
"""SCH treated by L-thyroxine leads to a significant improvement in CV risk factors and symptoms of tiredness.""",1
Intake of TFAs is high in Iranian homes and contributes to a sizeable proportion of CHD events.,1
The initial negative nitrogen balance can be increased by more aggressive feeding regimes than the usual ones.,1
"Early tube feeding was well tolerated, which permits the conclusion that it is a safe and effective method for nutrition support.",1
Reducing cholesterol levels with pravastatin in patients with CAD improves myocardial perfusion during dipyridamole stress thallium-201 SPECT.,1
"A relatively brief interruption of HAART resulted in significant improvements in total cholesterol, LDL cholesterol, and triglyceride levels.",1
These results suggest that hyperlipidemia and alterations in corticosteroid metabolism  in the setting of HAART are a direct drug effect that reverses with drug withdrawal.,1
ELCA was successful in the majority of these selected cases when used independently with further effectiveness achieved when combined with RA or after RA failure.,1
The level of surgical invasiveness has the most profound effect on plasma levels of ornithine.,1
"""However, this risk is independent of body mass index.""",1
Switching from BHI to BIAsp 30 therapy improved blood glucose control and was well-tolerated in this Bangladeshi subgroup.,1
"""This report confirms that sonographically guided large core needle biopsy is a safe, reliable and cost-effective method for the assessment of both palpable and nonpalpable, mammographically and sonographically detected breast abnormalities.""",1
Surgery provides a significant survival benefit to trimodality-eligible esophageal adenocarcinoma patients with locally advanced disease.,1
"""A daily intake of approximately 0.7 g DHA increases LDL cholesterol by 7% in middle-aged men and women.""",1
"""It is suggested that DHA down-regulates the expression of the LDL receptor.""",1
"Flexible ureteroscopy has proven to be the most successful treatment option, and can avoid the need for more invasive procedures.",1
"""Heavy alcohol consumption, diabetes, and viral hepatitis were found to exert independent and synergistic effects on risk of HCC in U.S. blacks and whites.""",1
"""PLD has efficacy comparable to that of common salvage regimens in patients with taxane-refractory metastatic breast cancer, thereby representing a useful therapeutic option.""",1
"""Weight reduction is an effective treatment for overweight and obese  women with UI.""",1
"""Weight loss of 5% to 10% has an efficacy similar to that of other  nonsurgical treatments and should be considered a first line therapy for incontinence.""",1
"""Coadministration of ezetimibe and fluvastatin was safe and well tolerated and caused significant incremental reductions in LDL-C and total cholesterol compared to fluvastatin administered alone.""",1
"""The pharmacokinetics of ezetimibe were not affected by coadministration with fluvastatin.""",1
"""The benefits of ramipril observed during the active period of the HOPE trial were maintained during posttrial follow-up for cardiovascular death, stroke, and hospitalization for heart failure.""",1
"""This study provides several lines of evidence for the dependence of  sCD40L release on TXA(2)-dependent platelet activation in T2DM and provides novel mechanistic insight into the amplification loops of persistent platelet activation in this setting.""",1
"""Both a low-fat vegan diet and a diet based on ADA guidelines improved glycemic and lipid control in type 2 diabetic patients.""",1
The AusHSI process has minimised the time from submission to notification of funding outcomes.,1
"Intensified therapy was effective, but target attainment was still low at 40.3% or 13.9% with regard to the new 2011 guidelines issued by the European Atherosclerosis Society (EAS) and the ESC on dyslipidemias.",1
Changing childrens dairy food choices to reduced-fat varieties did not adversely affect overall food intake.,1
"This study found that 27OHC does not independently increase the risk of CHD, does not modify the increased risk of CHD resulting from MHT, and does not mediate the interaction of LDLC with MHT.",1
Dietary intervention was able to maintain body weight and food intake.,1
Clozapine is of benefit in reducing the clinical severity of ASPD.,1
"It improved all symptom domains, especially impulsive-behavioral dyscontrol and anger, and reduced levels of aggression and violence, especially at lower doses (serum levels <350 ng/m).",1
DM and metabolic syndrome (MetS) have negative influence on fertility.,1
The allergen immunotherapy improves asthma control and reduces the required doses of pharmacotherapy.,1
Cefoxitin is an alternative treatment to carbapenems for urinary tract infections caused by ESBL-producing Enterobacteriaceae.,1
The data further suggested that physiological and biochemical measurements were influenced by the mtDNA genetic profile of the individual.,1
"""To conclude, advice to follow LCD or LFD had similar effects on weight reduction while effects on inflammation differed.""",1
"""Only LCD was found significantly to improve the subclinical inflammatory state in type 2 diabetes.""",1
"In a high-risk cohort of patients undergoing TA-TAVR for AS, the use of the JenaValve THV is safe and effective.",1
"""Our results support the theory that in most cases neither DP nor torticollis is congenital, but rather develops and worsens synergistically in early infancy.""",1
The determination of the failure criteria of NIMV and the expertise of the team is critical for treatment success.,1
"In addition, for men, paraoxonase 1 activity improved the overall model prediction for CAAD independently and additively with HDL-3 levels.",1
The nutritional course for patients undergoing colon surgery can be improved by implementing early oral nutritional supplements in the PACU.,1
"""Preoperative nutritional support should be introduced for nonmalnourished patients as it helps to maintain proper nutritional status and reduce number and severity of postoperative complications compared with patients  without such support.""",1
Improving the blood protein status by consuming protein-sufficient foods such as soy food is a feasible approach for elderly anaemic women.,1
A higher NSBB dose and dose titration were protective; yet most patients did not have the NSBB dose titrated to the recommended levels.,1
"In conclusion, the results of our population-based case-control study support a putative role of the CLOCK gene in the development of breast cancer in shift workers.",1
"""Hence weight-focused treatment approaches can help reduce the economic burden for patients with T2DM.""",1
"According to our findings, cyanosis does not affect TEG parameters in children with CHD.",1
"Topical CsA led to an increase in corneal SBN density, improving clinical signs and symptoms of SSDE.",1
Enteropathogens were found in only about half of the patients and the most common cause of PD was secondary lactase deficiency.,1
These findings demonstrate that disclosing genetic information for personalized nutrition results in greater changes in intake for some dietary components compared to general population-based dietary advice.,1
"""Robotic procedure was feasible and could be implemented for treating  the first setting of mixed indications for gynecologic surgery.""",1
This helps to optimize patient care and lowers postoperative morbidity.,1
Fasting time represents an independent factor for reduced LDL cholesterol and elevated triglyceride concentrations.,1
Total and HDL cholesterol concentrations are subject to slight variations in relation to the duration of the pre-phlebotomy fasting period.,1
"""Masked replacement of sugar-containing beverages with noncaloric beverages reduced weight gain and fat accumulation in normal-weight children.""",1
"Therefore, a psychological screening and support is crucial for a good outcome of opioid therapy for chronic noncancer pain patients.",1
"""In patients who had had a recent acute coronary syndrome, dalcetrapib increased HDL cholesterol levels but did not reduce the risk of recurrent cardiovascular events.""",1
Exercise increased LM in normal-fat participants and reduced FM in overfat and obese adults.,1
It enables faster graft positioning with less graft manipulation in the presence of severe corneal edema.,1
We conclude that significant improvements in outcomes are achieved with higher MPR thresholds than commonly targeted.,1
"However, body mass index greater than 25  and smoking history are cause for caution.",1
Our paper highlights that PCI of lesions in patients with large calibre coronary arteries can successfully be achieved using biliary stents.,1
"One of the mechanisms by which TMD, particularly if supplemented with virgin olive oil, can exert health benefits is through changes in the transcriptomic response of genes related to cardiovascular risk.",1
""" Familial aggregation of the disorder was demonstrated, the first Cuban epidemiological evidence of genetic and enviromental contributions to pre-eclampsia risk.",1
Familial clustering among the husbands relatives demonstrates the fetal genomes importance in genesis of pre-eclampsia.,1
"The interaction of environmental risk factors with genetic ones produces increased pre-eclampsia risk, compared to expectations based on independent action of these variables.",1
MISC was effective in teaching Ugandan caregivers to enhance their childrens cognitive development through practical and sustainable techniques applied during daily interactions in the home.,1
""" Multiple epidemiologic, geographic, clinical, and immunologic factors are involved in the etiology of AP.",1
Pregnancy does not lead to immediate or medium-term adverse effects  for CF patients.,1
PDS and NACT plus IDS achieved comparable results in terms of progression-free and OS in patients with advanced EOC.,1
"For better management, CPAP therapy is feasible to prevent heart blocks avoiding unnecessary concomitant pacemaker implantation.",1
"Given that supplementation with vitamin D (Â± calcium) has been shown to reduce the risk of fragility fractures and improve fracture healing, monitoring of 25-OH vitamin D and supplementation should be considered in patients with fractures.",1
Ezetimibe 20 mg daily reduced total and LDL cholesterol further in patients receiving statin therapy compared with 10 mg daily.,1
"""Although more complications occurred after discharge in the fast track care group, this did not lead to adverse outcomes.""",1
"""Fast track does enhance recovery and is suitable for unselected patients.""",1
"Breast cancer has a significant negative effect on the individual incomes of survivors, even at 13 years after diagnosis.",1
Effects increased for individuals with more advanced cancer stages.,1
LDL  cholesterol and triglycerides exhibit highly significant variability; the greatest impact is seen with the triglycerides.,1
"In this real-world retrospective analysis, switching high-risk statin-treated patients from omega-3-acid ethyl esters to icosapent ethyl resulted in favorable lipid changes.",1
Our findings suggest that DPP-4i use did not increase the risk of HF compared with sulfonylurea.,1
"Girls with T1DM were more prone to thyroid disease, particularly hypothyroidism.",1
"Maternal dietary vitamin D beneficially programs intestinal permeability and systemic LPS concentration, which is accompanied by stronger trabecular bone in an obesogenic environment.",1
"The results showed no effects of aromatherapy on QOL, sleep quality,  and vital sign.",1
Surgical approach and stent usage did not significantly influence symptom outcomes.,1
Messages focused on diabetes were effective at increasing enrolment  in a healthy food programme.,1
"Dietary interventions in older people were effective in maintaining  fruit and fish intake, but this did not lead to a significant reduction in cognitive decline.",1
Findings demonstrate the utility of this intervention for smoking reduction and maintenance of reductions over time among a population of college students with elevated depressive symptomatology.,1
"At the doses given, the two amino acids did not affect subjective appetite feelings.",1
The addition of a framed active choice to a message  significantly raised enrolment rates in this population.,1
"These findings suggest that simple, low-cost interventions can enhance enrolment in health promoting programmes and also be pragmatically tested within those programmes.",1
"Use of exergaming in community pediatric weight management did not improve weight status at the end of programming, and study implementation was limited by small sample and missing data.",1
Preconception supplementation with MM or IFA resulted in modest increases in maternal and infant iron stores but did not impact anemia.,1
"Moreover, the benefit varies according to the adiponectin basal level and adiponectin variation after supplementation.",1
